"","ASV2","ASV4","ASV6","ASV8","ASV16","ASV18","ASV19","ASV28","ASV34","ASV35","ASV41","ASV46","ASV49","ASV53","ASV56","ASV61","ASV64","ASV73","ASV75","ASV80","ASV99","ASV108","ASV110","ASV111","ASV112","ASV127","ASV130","ASV131","ASV137","ASV140","ASV147","ASV152","ASV156","ASV159","ASV160","ASV162","ASV180","ASV183","ASV193","ASV201","ASV203","ASV222","ASV223","ASV229","ASV231","ASV237","ASV243","ASV245","ASV247","ASV250","ASV252","ASV253","ASV254","ASV271","ASV286","ASV300","ASV302","ASV304","ASV311","ASV320","ASV324","ASV331","ASV343","ASV350","ASV357","ASV360","ASV363","ASV364","ASV365","ASV369","ASV382","ASV423","ASV426","ASV437","ASV467","ASV468","ASV480","ASV483","ASV491","ASV494","ASV518","ASV550","ASV553","ASV564","ASV575","ASV581","ASV589","ASV605","ASV607","ASV609","ASV630","ASV638","ASV639","ASV642","ASV645","ASV673","ASV682","ASV684","ASV685","ASV689","ASV692","ASV693","ASV720","ASV750","ASV756","ASV760","ASV785","ASV788","ASV792","ASV794","ASV800","ASV801","ASV804","ASV835","ASV840","ASV843","ASV863","ASV864","ASV867","ASV869","ASV877","ASV898","ASV915","ASV922","ASV924","ASV942","ASV965","ASV1008","ASV1034","ASV1039","ASV1041","ASV1046","ASV1050","ASV1072","ASV1075","ASV1088","ASV1107","ASV1141","ASV1144","ASV1155","ASV1162","ASV1168","ASV1179","ASV1192","ASV1196","ASV1219","ASV1236","ASV1249","ASV1263","ASV1294","ASV1344","ASV1361","ASV1362","ASV1373","ASV1374","ASV1393","ASV1417","ASV1419","ASV1422","ASV1439","ASV1440","ASV1467","ASV1489","ASV1492","ASV1501","ASV1506","ASV1513","ASV1557","ASV1566","ASV1570","ASV1589","ASV1592"
"waterGSWb16",0,1,1,412,5,47,69,71,0,0,36,0,0,26,0,22,9,0,0,1,6,0,12,0,14,0,10,11,0,0,0,0,58,26,0,0,2,0,7,21,0,0,1,0,9,0,0,0,12,0,3,7,1,3,4,4,0,0,0,0,3,0,0,5,0,15,0,1,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,2,4,2,1,2,0,4,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterGSWc",38,0,0,30,0,13,132,4,0,0,33,0,51,9,0,38,0,1,35,0,0,2,2,0,3,2,0,0,4,0,0,0,14,0,3,0,4,0,0,1,0,0,7,3,15,0,0,0,22,0,8,6,16,0,0,0,0,0,0,1,0,0,0,7,0,2,0,10,0,1,0,1,0,0,18,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterGSWd16",3,0,0,136,4,105,92,63,6,0,43,13,0,47,0,22,24,0,0,0,13,0,17,0,17,0,30,26,0,0,0,0,88,29,1,0,0,0,13,21,0,0,14,0,12,0,0,0,11,0,1,12,0,8,2,2,0,0,0,0,6,0,0,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,5,2,0,4,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"waterGSWe16",2,1,0,40,2,68,143,27,12,0,125,1,4,48,0,19,31,0,2,0,1,1,28,0,7,0,14,26,0,0,0,0,74,24,0,0,0,0,5,18,0,0,8,1,20,0,0,0,17,2,3,21,6,6,5,0,0,0,0,0,9,0,0,3,0,14,0,2,0,0,0,0,0,0,2,0,0,0,0,0,47,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,3,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNa",132,6,0,0,0,24,56,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,92,0,0,0,0,0,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNb",60,418,0,9,0,0,96,0,0,0,40,0,0,3,16,3,0,0,7,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,48,0,19,0,0,0,0,0,8,6,2,0,0,0,6,0,0,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNc",27,43,0,8,0,19,150,0,0,0,30,0,0,7,0,24,14,0,21,0,1,0,7,0,2,0,0,0,4,0,0,0,0,0,10,0,11,2,0,0,0,0,18,0,4,0,0,0,15,7,0,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNd",159,35,0,141,1,9,133,1,0,0,26,0,0,2,2,31,5,0,35,0,3,0,6,0,3,0,0,0,1,0,0,0,4,0,9,0,1,0,0,0,0,0,18,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNe",30,50,0,102,0,13,174,1,0,0,9,0,0,0,3,13,0,0,55,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,38,0,10,0,0,0,8,2,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNf",2,21,0,170,9,103,52,47,0,0,3,0,0,7,0,18,138,0,7,0,1,0,14,0,34,0,7,9,0,0,0,0,77,2,0,0,0,2,0,5,0,0,9,0,0,0,0,0,2,0,0,0,0,7,12,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,23,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcNg",37,47,0,166,3,18,174,24,0,0,37,0,0,3,5,22,16,0,31,0,1,0,12,0,6,0,0,2,4,0,0,0,14,1,20,0,2,2,0,1,0,0,21,3,5,0,0,0,20,3,0,2,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,6,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcSb",34,57,0,320,0,5,178,0,0,0,20,0,0,1,2,10,0,0,16,0,0,0,0,0,1,0,0,0,12,0,0,0,4,0,5,0,5,0,0,0,0,0,3,0,8,0,0,0,27,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcSd",164,83,0,0,0,25,174,2,0,0,20,0,0,8,0,5,5,2,20,1,0,3,8,0,5,0,0,0,5,0,0,0,3,0,32,0,7,0,0,0,0,0,35,4,7,0,0,0,43,0,0,9,14,0,0,0,0,0,0,0,0,0,0,3,0,2,1,7,0,0,0,1,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterMcSg",67,77,0,7,0,12,245,5,0,0,26,0,0,3,5,16,10,0,40,2,0,4,3,0,8,0,0,1,7,0,0,0,9,7,49,0,9,0,0,0,0,0,7,5,12,0,0,0,72,5,2,4,21,4,0,0,0,0,0,0,0,0,0,23,0,2,1,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"waterPBPa16",0,0,0,37,0,54,85,48,0,0,0,7,0,0,0,0,4,0,0,0,3,0,21,0,46,0,11,0,0,0,0,0,258,13,6,0,0,0,13,17,0,1,4,3,0,0,0,6,24,0,0,2,0,0,0,11,0,0,0,0,2,0,0,13,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"waterPBPA18",7,6,0,0,0,26,121,0,0,0,137,0,0,0,8,524,0,0,24,0,0,6,27,0,0,0,0,0,0,0,0,0,28,0,14,0,9,0,0,0,0,0,0,0,6,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBPB17",6,0,0,0,0,0,20,0,0,0,78,0,0,0,7,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"waterPBPB18",0,12,0,270,1,12,66,2,26,10,162,0,0,0,14,95,7,0,54,0,0,1,49,0,0,1,1,0,0,0,0,0,15,0,15,0,19,0,0,0,0,0,0,0,12,0,0,0,16,0,0,2,5,0,1,0,0,0,0,0,0,4,0,43,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBPC17",0,0,0,160,0,10,3,0,0,0,109,0,0,0,0,65,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,136,2,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBPC18",2,9,0,12,0,9,57,0,9,4,155,0,0,0,26,240,0,0,128,0,0,0,49,0,3,0,0,0,0,0,0,0,6,5,61,0,20,0,0,0,0,0,6,7,12,0,0,0,11,0,0,15,2,0,0,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBPd16",0,0,0,31,9,43,61,42,0,12,17,10,0,22,0,39,12,0,0,0,2,0,51,0,29,0,9,7,0,0,0,0,183,15,0,0,0,0,3,0,0,3,2,3,6,0,0,0,5,1,0,26,0,0,0,12,0,0,0,0,4,0,1,9,0,6,0,1,0,0,0,8,3,0,0,0,0,0,0,0,13,2,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"waterPBPE18",7,0,0,39,0,1,30,0,0,0,121,0,0,0,22,4,0,0,123,0,0,0,440,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,31,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBSA18",1,3,0,34,0,0,116,0,0,12,209,0,0,0,0,12,0,0,93,0,0,0,16,0,0,0,0,0,0,0,0,99,49,3,4,0,0,0,0,0,0,0,0,2,21,0,0,0,27,2,5,6,9,0,3,2,0,0,0,0,7,0,0,23,0,0,0,0,0,0,0,5,8,0,7,10,0,0,0,0,0,0,0,0,0,0,30,1,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBSB18",0,42,0,13,0,0,240,22,0,0,159,0,0,0,0,116,0,0,12,0,0,0,21,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,11,31,0,0,11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0
"waterPBSc16",0,0,0,292,3,35,15,5,1,0,5,0,0,116,0,26,11,0,7,0,0,0,40,0,22,0,0,27,0,0,0,0,26,3,0,0,0,0,0,0,0,0,9,0,0,0,0,1,10,0,0,5,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,1,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"waterPBSC18",1,9,0,285,13,10,72,1,48,0,150,0,0,6,1,73,1,1,28,0,0,0,21,0,0,0,2,2,0,0,0,47,46,4,0,0,0,0,3,0,0,0,0,1,10,0,0,0,8,1,1,1,0,0,3,0,0,0,0,0,8,0,0,9,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterPBSE18",0,1,0,3,0,0,176,2,0,0,274,0,0,0,3,73,7,0,78,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,0,3,24,0,0,0,4,7,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNa16",86,4,0,39,2,227,59,27,0,0,183,0,2,7,0,0,4,0,1,0,43,1,47,0,13,3,0,0,0,0,0,0,33,8,19,0,7,0,2,3,0,0,22,2,26,0,0,3,22,0,3,16,0,10,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,7,16,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNA17",0,0,0,0,3,0,66,0,0,0,675,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,10,0,2,0,0,0,0,98,0,2,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNA18",45,8,0,64,2,2,50,0,1,0,98,0,4,0,2,101,0,0,13,0,0,4,14,0,1,1,0,0,7,0,0,0,27,3,56,0,9,0,0,1,0,0,0,4,33,0,0,0,73,101,1,5,4,1,20,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNb",8,0,0,1,0,178,51,4,0,0,32,0,0,0,0,152,0,0,43,0,0,1,13,0,13,0,0,0,5,0,0,2,2,0,13,0,21,0,0,0,0,0,119,3,5,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,44,0,4,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNb16",3,36,0,0,10,27,155,54,0,5,83,1,0,23,0,10,11,0,7,0,28,0,64,0,30,0,5,10,0,0,0,0,64,35,1,0,3,0,5,10,0,0,19,3,39,0,0,64,24,0,1,40,0,2,7,4,0,2,0,0,6,0,0,3,0,8,0,2,0,0,0,2,2,0,0,2,0,2,0,5,9,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"waterTQNB17",0,182,0,5,0,0,46,0,0,0,570,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNB18",42,27,0,99,0,0,26,0,0,104,72,0,0,0,3,84,0,0,33,0,1,1,14,0,0,4,0,0,5,0,0,0,3,1,55,0,2,0,0,0,0,1,1,0,14,0,0,0,17,83,10,0,8,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,82,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNd16",5,30,0,8,0,10,101,74,0,0,64,0,0,22,0,4,33,0,2,0,18,0,0,0,26,0,1,10,0,0,0,2,42,62,5,0,0,0,8,1,0,0,1,2,38,0,0,0,40,0,0,56,0,2,1,4,0,0,0,0,15,4,0,13,0,10,0,1,0,0,0,1,0,0,1,2,0,1,0,5,15,0,0,0,0,0,62,0,1,0,0,0,1,0,0,0,1,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQND18",0,59,0,6,0,4,76,0,0,0,96,0,4,7,0,169,2,0,24,0,0,9,10,2,0,0,5,7,36,0,0,0,27,2,36,0,6,0,3,1,0,0,11,0,2,0,0,0,35,52,0,0,0,2,23,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterTQNe16",24,13,0,81,14,37,115,34,0,2,63,0,0,72,0,19,26,0,14,0,61,2,1,0,16,1,9,6,0,0,0,0,32,64,5,0,7,0,5,2,0,2,35,2,43,0,0,0,28,1,1,42,0,6,4,2,0,0,2,0,7,0,0,6,0,7,0,0,0,5,0,0,3,0,0,6,0,1,0,5,18,4,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
