"site","id","shoot.count","biomass","unknown.weight.shoots","microepiphyte.bulk","macroepiphyte.quad","drift","anchored","year","date","detritus","epibiont.taxon","epibiont","sheath.length","shoot.rep","blades","shoot.length","shoot.width","bryozoan.drift","alaria","branched brown","ceramium","corallina","cryptopleura","desmerestia","filamentous green","fucus","macrocystis","mastocarpus","plocamium","punctaria","pyropia","saccharina","ulva","unknown red","veg.count","flowering.count","smithora"
"triquet south","f",6,8.12,1.353333333,NA,NA,1.54,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet south","a",7,9.65,1.378571429,NA,1.47,0.93,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet south","e",6,3.73,0.621666667,NA,NA,1.39,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet south","d",8,10.72,1.34,NA,1.55,2.18,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose west","a",24,22.0225,0.917604167,NA,NA,0.16,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose west","b",26,5.802173913,0.223160535,NA,NA,0.35,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose west","d",19,8.696428571,0.457706767,NA,0.71,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose west","e",21,21.16666667,1.007936508,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose west","e",19,17.11,0.900526316,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose west","f",7,6.55,0.935714286,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose east","woof",9,13.51,1.501111111,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose east","hiss",11,8.65,0.786363636,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose east","chirp",8,11.25,1.40625,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose east","quack",11,15.18,1.38,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose east","moo",11,14.63,1.33,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose east","meow",11,8.26,0.750909091,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet north","a",2,3.36,1.68,NA,NA,0.26,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet north","f",5,3.46,0.692,NA,NA,0.47,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet north","c",5,7.2,1.44,NA,NA,4.87,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet north","b",2,1.24,0.62,NA,NA,2.37,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triquet north","d",4,3.01,0.7525,NA,NA,2.52,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf inner ASU control","b",7,17.9,2.557142857,NA,0.8,0.68,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf inner ASU control","e",5,8.81,1.762,NA,0.96,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf inner ASU control","c",6,13.28,2.213333333,NA,1.2,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf inner ASU control","d",5,14.47,2.894,NA,0.99,0.96,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf inner ASU control","a",4,8.26,2.065,NA,0.44,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf inner ASU control","f",3,7.69,2.563333333,NA,1.01,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf edge eelgrass control","f",10,23.93,2.393,NA,1.45,6.3,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf edge eelgrass control","d",7,17.32,2.474285714,NA,7.08,9.72,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf edge eelgrass control","a",7,12.26,1.751428571,NA,4.88,5.93,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf edge eelgrass control","b",12,19.08,1.59,NA,2.98,12.19,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf edge eelgrass control","c",9,21.58,2.397777778,NA,6.87,7.27,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf edge eelgrass control","e",8,14.15,1.76875,NA,4.36,9.64,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","1",6,7.01,NA,NA,NA,NA,NA,2016,2016-06-30,3.16,"",NA,17.46,"1",5,102.2,0.62,0,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","1",6,7.01,NA,NA,NA,NA,NA,2016,2016-06-30,3.16,"",NA,17.46,"2",6,80.1,0.75,0,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","8",10,10.69,NA,NA,NA,NA,NA,2016,2016-06-30,2.72,"",NA,23.46,"1",5,138.3,0.65,0,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","8",10,10.69,NA,NA,NA,NA,NA,2016,2016-06-30,2.72,"",NA,23.46,"2",6,131.7,0.66,0,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","9",13,8.18,NA,NA,NA,NA,NA,2016,2016-06-30,1.52,"",NA,15.06,"1",5,99.4,0.6,0,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","9",13,8.18,NA,NA,NA,NA,NA,2016,2016-06-30,1.52,"",NA,15.06,"2",5,81.5,0.7,0,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","5",9,8.23,NA,NA,NA,NA,NA,2016,2016-06-30,0.88,"",NA,12.06,"1",5,61.5,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","5",9,8.23,NA,NA,NA,NA,NA,2016,2016-06-30,0.88,"",NA,12.06,"2",4,48,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","2",9,3.76,NA,NA,NA,NA,NA,2016,2016-06-30,0.73,"",NA,12.28,"1",3,73.1,0.6,0,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","2",9,3.76,NA,NA,NA,NA,NA,2016,2016-06-30,0.73,"",NA,12.28,"2",5,73.8,0.65,0,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","4",8,3.48,NA,NA,NA,NA,NA,2016,2016-06-30,3.06,"",NA,18.68,"1",5,120.8,0.59,0,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","4",8,3.48,NA,NA,NA,NA,NA,2016,2016-06-30,3.06,"",NA,18.68,"2",4,129.7,0.68,0,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","6",5,10.53,NA,NA,NA,NA,NA,2016,2016-06-30,0.56,"",NA,23.88,"1",5,140.6,0.61,0,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","6",5,10.53,NA,NA,NA,NA,NA,2016,2016-06-30,0.56,"",NA,23.88,"2",4,129.7,0.68,0,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","3",10,5.26,NA,NA,NA,NA,NA,2016,2016-06-30,3.12,"",NA,25.56,"1",6,154.6,0.65,0,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","3",10,5.26,NA,NA,NA,NA,NA,2016,2016-06-30,3.12,"",NA,25.56,"2",5,142.6,0.65,0,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","7",NA,10.82,NA,NA,NA,NA,NA,2016,2016-06-30,3.07,"",NA,36.78,"1",4,175.5,0.55,0,NA,0.02,NA,NA,0.59,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"goose south east","7",NA,10.82,NA,NA,NA,NA,NA,2016,2016-06-30,3.07,"",NA,36.78,"2",5,191.8,0.58,0,NA,0.02,NA,NA,0.59,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"pruth pocket","8",22,5.41,NA,NA,NA,NA,NA,2016,2016-07-06,1.54,"",NA,11.24,"1",3,55,0.41,1,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"pruth pocket","8",22,5.41,NA,NA,NA,NA,NA,2016,2016-07-06,1.54,"",NA,11.24,"2",4,54.8,0.43,1,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
"pruth pocket","2",27,5.22,NA,NA,NA,NA,NA,2016,2016-07-06,0.47,"",NA,7.53,"1",5,38.6,0.38,1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA
"pruth pocket","2",27,5.22,NA,NA,NA,NA,NA,2016,2016-07-06,0.47,"",NA,7.53,"2",5,37.8,0.38,1,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA
"pruth pocket","5",26,3.38,NA,NA,NA,NA,NA,2016,2016-07-06,0.15,"",NA,7.22,"1",4,36.6,0.45,1,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pruth pocket","5",26,3.38,NA,NA,NA,NA,NA,2016,2016-07-06,0.15,"",NA,7.22,"2",4,36.2,0.4,1,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pruth pocket","4",22,4.43,NA,NA,NA,NA,NA,2016,2016-07-06,0.86,"",NA,8.58,"1",3,64.8,0.3,1,NA,0.02,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"pruth pocket","4",22,4.43,NA,NA,NA,NA,NA,2016,2016-07-06,0.86,"",NA,8.58,"2",4,46.4,0.5,1,NA,0.02,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"pruth pocket","6",36,6.63,NA,NA,NA,NA,NA,2016,2016-07-06,0.3,"",NA,8.9,"1",4,49.2,0.43,1,NA,0.02,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"pruth pocket","6",36,6.63,NA,NA,NA,NA,NA,2016,2016-07-06,0.3,"",NA,8.9,"2",4,43.3,0.41,1,NA,0.02,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"pruth pocket","7",25,9.88,NA,NA,NA,NA,NA,2016,2016-07-06,1.03,"",NA,12.68,"1",4,59.8,0.54,1,NA,0.02,NA,NA,NA,NA,0.48,0.48,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA
"pruth pocket","7",25,9.88,NA,NA,NA,NA,NA,2016,2016-07-06,1.03,"",NA,12.68,"2",4,61.8,0.47,1,NA,0.02,NA,NA,NA,NA,0.48,0.48,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA
"pruth pocket","1",35,4.56,NA,NA,NA,NA,NA,2016,2016-07-06,0.51,"",NA,9.7,"1",5,54.8,0.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA
"pruth pocket","1",35,4.56,NA,NA,NA,NA,NA,2016,2016-07-06,0.51,"",NA,9.7,"2",5,49.7,0.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA
"pruth pocket","9",9,2.68,NA,NA,NA,NA,NA,2016,2016-07-06,0.34,"",NA,12.55,"1",4,59.8,0.56,1,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"pruth pocket","9",9,2.68,NA,NA,NA,NA,NA,2016,2016-07-06,0.34,"",NA,12.55,"2",4,51.5,0.61,1,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"pruth pocket","3",23,5,NA,NA,NA,NA,NA,2016,2016-07-06,0.57,"",NA,11.3,"1",5,53.8,0.58,1,NA,NA,NA,NA,NA,NA,0.23,NA,NA,0.02,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"pruth pocket","3",23,5,NA,NA,NA,NA,NA,2016,2016-07-06,0.57,"",NA,11.3,"2",3,54.9,0.5,1,NA,NA,NA,NA,NA,NA,0.23,NA,NA,0.02,NA,NA,NA,NA,0.16,NA,NA,NA,NA
"wolf choked pass","5",6,8.83,NA,NA,NA,NA,NA,2016,2016-07-06,0.52,"smithora and some bryozoans",NA,18.45,"1",5,131.8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","5",6,8.83,NA,NA,NA,NA,NA,2016,2016-07-06,0.52,"smithora and some bryozoans",NA,18.45,"2",5,131.6,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","1",6,4.49,NA,NA,NA,NA,NA,2016,2016-07-06,0.23,"smithora and and some bryozoans",-3.69,NA,"1",5,122.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","1",6,4.49,NA,NA,NA,NA,NA,2016,2016-07-06,0.23,"smithora and and some bryozoans",-3.69,NA,"2",4,118.7,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","2",9,11.67,NA,NA,NA,NA,NA,2016,2016-07-06,0.62,"smithora ",-1.71,27,"1",6,131.6,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","2",9,11.67,NA,NA,NA,NA,NA,2016,2016-07-06,0.62,"smithora ",-1.71,27,"2",6,131.6,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","7",3,4.92,NA,NA,NA,NA,NA,2016,2016-07-06,0,"bryophytes",-0.27,18.4,"1",5,132.8,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","7",3,4.92,NA,NA,NA,NA,NA,2016,2016-07-06,0,"bryophytes",-0.27,18.4,"2",5,108.3,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","4",3,5.72,NA,NA,NA,NA,NA,2016,2016-07-06,0.21,"smithora and some bryozoans",-0.69,20.17,"1",6,135.8,0.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA
"wolf choked pass","4",3,5.72,NA,NA,NA,NA,NA,2016,2016-07-06,0.21,"smithora and some bryozoans",-0.69,20.17,"2",6,112.4,0.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA
"wolf choked pass","9",6,9.85,NA,NA,NA,NA,NA,2016,2016-07-06,2.15,"bryophytes",-0.36,21.5,"1",4,151.5,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","9",6,9.85,NA,NA,NA,NA,NA,2016,2016-07-06,2.15,"bryophytes",-0.36,21.5,"2",4,131.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","6",2,3.69,NA,NA,NA,NA,NA,2016,2016-07-06,0.11,"smithora and bryozoans",-1.13,16.65,"1",5,96.7,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","6",2,3.69,NA,NA,NA,NA,NA,2016,2016-07-06,0.11,"smithora and bryozoans",-1.13,16.65,"2",5,91.8,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","3",2,3.72,NA,NA,NA,NA,NA,2016,2016-07-06,0,"smithora and bryozoans",-2.32,22.8,"1",5,92.4,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"wolf choked pass","3",2,3.72,NA,NA,NA,NA,NA,2016,2016-07-06,0,"smithora and bryozoans",-2.32,22.8,"2",4,108.2,0.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
"wolf choked pass","8",7,11.97,NA,NA,NA,NA,NA,2016,2016-07-06,1.88,"",NA,22.97,"1",5,144.8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wolf choked pass","8",7,11.97,NA,NA,NA,NA,NA,2016,2016-07-06,1.88,"",NA,22.97,"2",6,125.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","1",5,11.16,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-3.08,28.58,"1",6,145.3,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","1",5,11.16,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-3.08,28.58,"2",6,185.7,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","2",6,4.72,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-2.37,16.85,"1",5,94.8,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"sandspit","2",6,4.72,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-2.37,16.85,"2",5,85,0.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA
"sandspit","3",7,5.93,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-4.17,22.68,"1",5,105.5,0.97,0,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999999996,NA,NA,NA,NA,NA,NA,NA
"sandspit","3",7,5.93,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-4.17,22.68,"2",5,102.8,0.83,0,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999999996,NA,NA,NA,NA,NA,NA,NA
"sandspit","4",8,8.88,NA,NA,NA,NA,NA,2016,2016-06-28,1.4,"smithora and some bryozoans",-6.98,23.86,"1",6,134.7,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA
"sandspit","4",8,8.88,NA,NA,NA,NA,NA,2016,2016-06-28,1.4,"smithora and some bryozoans",-6.98,23.86,"2",5,116.3,0.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA
"sandspit","5",5,5.79,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-6.56,22.4,"1",6,98.6,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","5",5,5.79,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-6.56,22.4,"2",5,88.5,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","6",8,9.51,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-5.73,24.8,"1",5,126.5,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","6",8,9.51,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-5.73,24.8,"2",6,124.2,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","7",6,7.79,NA,NA,NA,NA,NA,2016,2016-06-28,5.87,"smithora and some bryozoans",-6.64,23.8,"1",5,104,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","7",6,7.79,NA,NA,NA,NA,NA,2016,2016-06-28,5.87,"smithora and some bryozoans",-6.64,23.8,"2",5,98,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","8",5,4.2,NA,NA,NA,NA,NA,2016,2016-06-28,0.94,"smithora and some bryozoans",-4.5,21.6,"1",4,104.9,0.82,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","8",5,4.2,NA,NA,NA,NA,NA,2016,2016-06-28,0.94,"smithora and some bryozoans",-4.5,21.6,"2",5,105,0.76,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","9",3,2.42,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-3.94,17.37,"1",4,87.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sandspit","9",3,2.42,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and some bryozoans",-3.94,17.37,"2",5,81.3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"flat island","1",4,5.99,NA,NA,NA,NA,NA,2016,2016-06-28,NA,"smithora and bryozoans",NA,35.63,"1",5,160,0.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA
