#SampleID	BarcodeSequence	LinkerPrimerSequence	swab_id	barcode_plate	barcode_well	project_name	person_responsible	date	Run_id	sequence_file	region	site	host_species	host_type	survey_type	dna_extraction_plate	dna_extraction_well	growth	meso_quadrat_id	meso_shoot_id	meso_shoot_length	meso_shoot_width	meso_number_of_blades	meso_total_dry_wt	meso_blade_dry_wt	meso_microepiphyte_wt	meso_macroepiphyte_wt	meso_smithora_wt	meso_bryozoans	meso_quadrat_density	meso_quadrat_biomass	broken	smithora	ocean_id	mean_depth	ctd_depth	conductivity	temperature	Pressure	par	fluorometry_chlorophyll	turbidity	dissolved_oxygen	salinity	speed_of_sound	dissolved_oxygen_concentration	time_point	treatment	transplant_platform_destination_moved_to	blade_id	grazer_group	sterilized	band_quality	amount_dna	idotea_group	snail_type	shrimp_colour	collection_depth	Description
subshellTQNb16			1084			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	shell_cockle	substrate	meso_quadrats	sea5	E3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_shell_cockle
subshellTQNc16			1074			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	shell	substrate	meso_quadrats	sea5	F3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_shell
subshellTQNd16			1077			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	shell	substrate	meso_quadrats	sea5	G3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_shell
subshellTQNe16			1081			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	shell	substrate	meso_quadrats	sea5	H3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_shell
subshellTQSa16			2701			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	shell 	substrate	meso_quadrats	sea5	A4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_shell 
subrockTQSb16			2758			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	rock	substrate	meso_quadrats	sea5	B4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_rock
subrockTQSc16			2743			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	rock	substrate	meso_quadrats	sea5	C4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_rock
subshellTQSd16			2721			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	shell	substrate	meso_quadrats	sea5	D4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_shell
subshellTQSe16			2788			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	shell_moonsnail	substrate	meso_quadrats	sea5	E4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_shell_moonsnail
waterGSWc			13			seagrass_cf	Rhea	7-1-2015			goose	goose_southwest	water	water	meso_quadrats 	ML_6	F12	na	2	e	na	na	na	na	na	na	na	na	na			na	na	sea_7	6	5.87	37.64	13.83	16.05	254.67	1.26	1.26	111.52	31.17	1498.67	9.5	na	na	na	na	na	na	na	na	na	na	na	6	water_goose_sw
waterGSWc16			2702			seagrass_cf	Rhea	6-30-2016			goose	goose_southwest	water	water	meso_quadrats	sea3	B11	na	3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	goose_southwest_water
waterGSWd16			2750			seagrass_cf	Rhea	6-30-2016			goose	goose_southwest	water	water	meso_quadrats	sea3	C11	na	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	goose_southwest_water
waterGSWe16			2740			seagrass_cf	Rhea	6-30-2016			goose	goose_southwest	water	water	meso_quadrats	sea3	D11	na	5	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	goose_southwest_water
waterMcNa			mcn_6			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_north	water	water	meso_quadrats 	sea2	F12	na	4	na	na	na	na	na	na	na	na	na	na			na	na	sea_8	7	4.08	39	15.25	14.45	259.93	0.92	1.47	132.04	31.25	1503.34	10.91	na	na	na	na	na	na	na	na	na	na	na	4.8	water_mcmullin_n
waterMcNb			mcs_10			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_south	water	water	meso_quadrats 	sea2	G12	na	3	na	na	na	na	na	na	na	na	na	na			na	na	sea_9	4	4.28	39.6	15.93	14.25	540.83	0.48	1.27	137.81	31.24	1505.46	11.24	na	na	na	na	na	na	na	na	na	na	na	4.6	water_mcmullin_s
waterMcNc			2			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_north	water	water	meso_quadrats 	ML_6	C11	na	3	f	na	na	na	na	na	na	na	na	na			na	na	sea_8	7	4.08	39	15.25	14.45	259.93	0.92	1.47	132.04	31.25	1503.34	10.91	na	na	na	na	na	na	na	na	na	na	na	4.8	water_mcmullin_n
waterMcNd			3			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_north	water	water	meso_quadrats 	ML_6	A12	na	5	d	na	na	na	na	na	na	na	na	na			na	na	sea_8	7	4.08	39	15.25	14.45	259.93	0.92	1.47	132.04	31.25	1503.34	10.91	na	na	na	na	na	na	na	na	na	na	na	4.8	water_mcmullin_n
waterMcNe			1			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_north	water	water	meso_quadrats 	ML_6	E9	na	6	b	na	na	na	na	na	na	na	na	na			na	na	sea_8	7	4.08	39	15.25	14.45	259.93	0.92	1.47	132.04	31.25	1503.34	10.91	na	na	na	na	na	na	na	na	na	na	na	4.8	water_mcmullin_n
waterMcNf			11			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_north	water	water	meso_quadrats 	ML_6	H9	na	1	a	na	na	na	na	na	na	na	na	na			na	na	sea_8	7	4.08	39	15.25	14.45	259.93	0.92	1.47	132.04	31.25	1503.34	10.91	na	na	na	na	na	na	na	na	na	na	na	4.8	water_mcmullin_n
waterMcNg			13			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_north	water	water	meso_quadrats 	ML_6	H10	na	2	c	na	na	na	na	na	na	na	na	na			na	na	sea_8	7	4.08	39	15.25	14.45	259.93	0.92	1.47	132.04	31.25	1503.34	10.91	na	na	na	na	na	na	na	na	na	na	na	4.8	water_mcmullin_n
waterMcSa			14			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_south	water	water	meso_quadrats 	ML_6	D12	na	1	b	na	na	na	na	na	na	na	na	na			na	na	sea_9	4	4.28	39.6	15.93	14.25	540.83	0.48	1.27	137.81	31.24	1505.46	11.24	na	na	na	na	na	na	na	na	na	na	na	4.6	water_mcmullin_s
waterMcSb			9			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_south	water	water	meso_quadrats 	ML_6	A10	na	2	d	na	na	na	na	na	na	na	na	na			na	na	sea_9	4	4.28	39.6	15.93	14.25	540.83	0.48	1.27	137.81	31.24	1505.46	11.24	na	na	na	na	na	na	na	na	na	na	na	4.6	water_mcmullin_s
waterMcSc			mcs_5			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_south	water	water	meso_quadrats 	sea2	H12	na	6	na	na	na	na	na	na	na	na	na	na			na	na	sea_9	4	4.28	39.6	15.93	14.25	540.83	0.48	1.27	137.81	31.24	1505.46	11.24	na	na	na	na	na	na	na	na	na	na	na	4.6	water_mcmullin_s
waterMcSd			7			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_south	water	water	meso_quadrats 	ML_6	G12	na	5	e	na	na	na	na	na	na	na	na	na			na	na	sea_9	4	4.28	39.6	15.93	14.25	540.83	0.48	1.27	137.81	31.24	1505.46	11.24	na	na	na	na	na	na	na	na	na	na	na	4.6	water_mcmullin_s
waterMcSg			15			seagrass_cf	Rhea	6-27-2015			mcmullins	mcmullin_south	water	water	meso_quadrats 	ML_6	F11	na	4	f	na	na	na	na	na	na	na	na	na			na	na	sea_9	4	4.28	39.6	15.93	14.25	540.83	0.48	1.27	137.81	31.24	1505.46	11.24	na	na	na	na	na	na	na	na	na	na	na	4.6	water_mcmullin_s
waterPBPa16			2739			seagrass_cf	Rhea	7-6-2016			pruth	pruth_pocket	water	water	meso_quadrats	sea5	H1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_pocket_water
waterPBPb16			2795			seagrass_cf	Rhea	7-6-2016			pruth	pruth_pocket	water	water	meso_quadrats	sea5	E1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_pocket_water
waterPBPc16			2791			seagrass_cf	Rhea	7-6-2016			pruth	pruth_pocket	water	water	meso_quadrats	sea5	G1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_pocket_water
waterPBPd16			2735			seagrass_cf	Rhea	7-6-2016			pruth	pruth_pocket	water	water	meso_quadrats	sea3	H12	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_pocket_water
waterPBPe16			2745			seagrass_cf	Rhea	7-6-2016			pruth	pruth_pocket	water	water	meso_quadrats	sea5	F1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_pocket_water
waterPBSa16			3004			seagrass_cf	Rhea	7-8-2016			pruth	pruth_baysouth	water	water	meso_quadrats	sea5	A1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_baysouth_water
waterPBSb16			3012			seagrass_cf	Rhea	7-8-2016			pruth	pruth_baysouth	water	water	meso_quadrats	sea5	D1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_baysouth_water
waterPBSc16			3038			seagrass_cf	Rhea	7-8-2016			pruth	pruth_baysouth	water	water	meso_quadrats	sea5	C1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_baysouth_water
waterPBSd16			3078			seagrass_cf	Rhea	7-8-2016			pruth	pruth_baysouth	water	water	meso_quadrats	sea5	B1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	pruth_baysouth_water
waterTQNa			15			seagrass_cf	Rhea	7-1-2015			triquet	triquet_north	water	water	meso_quadrats 	ML_6	H11	na	2	b	na	na	na	na	na	na	na	na	na			na	na	sea_11	5	4.61	37.52	13.93	14.78	170.32	1.53	0.79	130.89	30.96	1498.76	11.13	na	na	na	na	na	na	na	na	na	na	na	8	water_triquet_n
waterTQNa16			2767			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	water	water	meso_quadrats	sea3	E11	na	3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_water
waterTQNb			5			seagrass_cf	Rhea	7-1-2015			triquet	triquet_north	water	water	meso_quadrats 	ML_6	B11	na	3	f	na	na	na	na	na	na	na	na	na			na	na	sea_11	5	4.61	37.52	13.93	14.78	170.32	1.53	0.79	130.89	30.96	1498.76	11.13	na	na	na	na	na	na	na	na	na	na	na	8	water_triquet_n
waterTQNb16			2774			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	water	water	meso_quadrats	sea3	F11	na	2	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_water
waterTQNc			4			seagrass_cf	Rhea	7-1-2015			triquet	triquet_north	water	water	meso_quadrats 	ML_6	A9	na	1	e	na	na	na	na	na	na	na	na	na			na	na	sea_11	5	4.61	37.52	13.93	14.78	170.32	1.53	0.79	130.89	30.96	1498.76	11.13	na	na	na	na	na	na	na	na	na	na	na	8	water_triquet_n
waterTQNc16			2718			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	water	water	meso_quadrats	sea3	G11	na	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_water
waterTQNd16			2707			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	water	water	meso_quadrats	sea3	A12	na	1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_water
waterTQNe16			2748			seagrass_cf	Rhea	7-2-2016			triquet	triquet_north	water	water	meso_quadrats	sea3	B12	na	5	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_north_water
waterTQSa			8			seagrass_cf	Rhea	7-1-2015			triquet	triquet_south	water	water	meso_quadrats 	ML_6	E12	na	3	d	na	na	na	na	na	na	na	na	na			na	na	sea_10	5	2.17	38.11	14.68	12.32	88.1	0.98	0.83	133.58	30.91	1501.09	11.18	na	na	na	na	na	na	na	na	na	na	na	5	water_triquet_s
waterTQSa16			2755			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	water	water	meso_quadrats	sea3	C12	na	1	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_water
waterTQSb			16			seagrass_cf	Rhea	7-1-2015			triquet	triquet_south	water	water	meso_quadrats 	ML_6	F10	na	1	b	na	na	na	na	na	na	na	na	na			na	na	sea_10	5	2.17	38.11	14.68	12.32	88.1	0.98	0.83	133.58	30.91	1501.09	11.18	na	na	na	na	na	na	na	na	na	na	na	5	water_triquet_s
waterTQSb16			2768			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	water	water	meso_quadrats	sea3	D12	na	2	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_water
waterTQSc			2			seagrass_cf	Rhea	7-1-2015			triquet	triquet_south	water	water	meso_quadrats 	ML_6	A11	na	2	f	na	na	na	na	na	na	na	na	na			na	na	sea_10	5	2.17	38.11	14.68	12.32	88.1	0.98	0.83	133.58	30.91	1501.09	11.18	na	na	na	na	na	na	na	na	na	na	na	5	water_triquet_s
waterTQSc16			2778			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	water	water	meso_quadrats	sea3	E12	na	3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_water
waterTQSd16			2741			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	water	water	meso_quadrats	sea3	F12	na	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_water
waterTQSe16			2709			seagrass_cf	Rhea	7-2-2016			triquet	triquet_south	water	water	meso_quadrats	sea3	G12	na	5	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	triquet_south_water
ZosCFInewA16			878			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	A1	new 	3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewB16			873			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	B1	new 	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewC16			3033			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	C1	new 	2	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewD16			3011			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	C4	new 	6	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewE16			3022			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	E1	new 	8	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewF16			3009			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	F1	new 	9	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewG16			3023			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	G1	new 	7	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFInewH16			3076			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	H1	new 	5	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldA16			868			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	A1	old	3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldB16			863			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	B1	old	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldC16			858			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	C1	old	2	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldD16			3030			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	D1	old	6	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldE16			3086			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	E1	old	8	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldF16			3046			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	F1	old	9	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldG16			3026			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	G1	old	7	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIoldH16			3088			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea3	H1	old	5	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmA16			1568			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	B9	rhizome	3	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmB16			887			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	C9	rhizome	4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmC16			856			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	D9	rhizome	2	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmD16			3092			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	E9	rhizome	6	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmE16			3000			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	F9	rhizome	8	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmF16			3050			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	G9	rhizome	9	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmG16			3083			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	H9	rhizome	7	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCFIrzmH16			3031			seagrass_cf	Rhea	6-28-2016			choked	choked_flat_island	zostera_marina	zostera	meso_quadrats	sea4	A10	rhizome	5	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	choked_flat_island_zostera_marina
ZosCSPE			1454			seagrass_cf	Rhea	7-4-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea1	G12	na	na	na	na	na	na	na	na	na	na	na	na			na	unknown	sea_1	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	2	zostera_choked_sp
ZosCSPF			1453			seagrass_cf	Rhea	7-4-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea2	E10	na	na	na	na	na	na	na	na	na	na	na	na			na	unknown	sea_0	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	3	zostera_choked_sp
ZosCSPnewA			1526			seagrass_cf	Rhea	6-25-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea2	E4	new	0	0	na	na	na	na	na	na	na	na	na			na	unknown	sea_1	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	4	zostera_choked_sp
ZosCSPnewB			1520			seagrass_cf	Rhea	6-25-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea2	C3	new	1	1	85.5	0.8	8	2.9	0.4	18.5	3	2.9	yes			na	yes	sea_1	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	4	zostera_choked_sp
ZosCSPnewB2			1561			seagrass_cf	Rhea	6-25-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea2	F11	new	1	1	85.5	0.8	8	2.9	0.4	18.5	3	2.9	yes			na	yes	sea_1	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	4	zostera_choked_sp
ZosCSPnewC			1528			seagrass_cf	Rhea	6-25-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea2	F3	new	2	2	77	1.1	5	2.8	0.6	13.4	4.2	4.1	yes			na	yes	sea_1	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	4	zostera_choked_sp
ZosCSPnewD			1538			seagrass_cf	Rhea	6-25-2015			choked	choked_south_pigu	zostera	zostera	meso_quadrats 	sea2	G2	new	3	3	74.4	1.1	5	3.4	0.7	27.4	3.1	2.3	yes			na	yes	sea_1	4	4.37	35.09	11.31	14.54	129.04	1.45	0.73	98.11	30.82	1489.66	8.83	na	na	na	na	na	na	na	na	na	na	na	4	zostera_choked_sp
